,시군구,약국명칭,주소,전화번호
3029,서초구,씨케이광생약국,서울특별시 서초구 잠원동 37번지 6호 CK빌딩(씨케이빌딩),02-516-9016
3030,서초구,기쁨약국,서울특별시 서초구 서초동 1342번지 15호 1층,02-522-4527
3031,서초구,서리풀약국,서울특별시 서초구 서초동 1604번지 18호 자연빌딩 102호,02-3473-4222
3032,서초구,킴스약국,서울특별시 서초구 잠원동 70번지 1호 킴스클럽 1층,537-5716
3033,서초구,초록약국,서울특별시 서초구 우면동 66번지 2호 세신상가 501호,02-576-3647
3034,서초구,양재프라자약국,서울특별시 서초구 양재1동 12번지 10호 1층 104호,02-576-9222
3035,서초구,연두약국,서울특별시 서초구 우면동 721번지 1호 우면프라자Ι 110호,576-1097
3036,서초구,바른약국,서울특별시 서초구 서초동 1600번지 11호 서초레몬 1층 102호,02-6203-2699
3037,서초구,장수알파약국,서울특별시 서초구 서초1동 1603-20 1층,02-3487-4233
3038,서초구,양재메디칼약국,서울특별시 서초구 양재동 377번지 3호 화성빌딩,577-8275
3039,서초구,서초온누리약국,서울특별시 서초구 서초동 1673번지 10호 소망빌딩 지하1층,02-584-6075
3040,서초구,늘기쁜약국,서울특별시 서초구 서초동 1487번지 1호 1층,598-8291
3041,서초구,대영약국,서울특별시 서초구 잠원동 50번지 2호 설악복지센타 125호,02-591-9888
3042,서초구,환승약국,서울특별시 서초구 양재동 23번지 양재역환승주차장 107호,02-571-5622
3043,서초구,내방약국,서울특별시 서초구 방배동 925번지 4호 영신빌딩 2층 2호,02-598-7582
3044,서초구,방배대한약국,서울특별시 서초구 방배4동 1547번지 방배예다인 107호,596-1776
3045,서초구,양재신세계약국,서울특별시 서초구 양재동 210번지 5호,575-7277
3046,서초구,서원약국,서울특별시 서초구 반포1동 30번지 지하철9호선 사평역 지하1층,3477-1840
3047,서초구,온누리동성약국,서울특별시 서초구 방배동 782번지 1호,02-599-7772
3048,서초구,해맑은약국,서울특별시 서초구 양재동 12번지 3호 대진빌딩 2층,02-579-7715
3049,서초구,드림약국,서울특별시 서초구 서초동 1657번지 2호 한림빌딩,522-5776
3050,서초구,명인한약국,서울특별시 서초구 양재2동 372-2 1층 102호,02-577-3405
3051,서초구,다인약국,서울특별시 서초구 양재동 11-17 한솔로이젠트 309호,02-571-1317
3052,서초구,태남약국,서울특별시 서초구 잠원동 72번지 3호 태남빌딩 303호,532-5456
3053,서초구,다솜약국,서울특별시 서초구 반포동 1189번지,02-596-0693
3054,서초구,사랑손약국,서울특별시 서초구 서초동 1498번지 5호,02-6411-1188
3055,서초구,뿌리본약국,서울특별시 서초구 서초동 1366번지 9호,025724799
3056,서초구,원약국,서울특별시 서초구 서초동 1603번지 7호,582-2628
3057,서초구,신논현올리브약국,서울특별시 서초구 반포동 736번지 6호 신태양빌딩 1층,514-5530
3058,서초구,시스템약국,서울특별시 서초구 방배본동 786-10,02-3476-5501
3059,서초구,옵티마자이약국,서울특별시 서초구 반포동 20번지 51호,02-591-1370
3060,서초구,생각하는약국,서울특별시 서초구 신원동 270번지 10호 내곡프라임시티 2층  206호,577-6234
3061,서초구,강남사랑약국,서울특별시 서초구 방배동 478번지 1호 1층,523-9775
3062,서초구,메디케어약국,서울특별시 서초구 잠원동 75번지 10호 일동빌딩 405호,02-593-8040
3063,서초구,메딕스약국,서울특별시 서초구 반포동 32번지 1호,02-537-0671
3064,서초구,교대사랑약국,서울특별시 서초구 서초동 1689번지 6호,3477-0312
3065,서초구,늘픔약국,서울특별시 서초구 내곡동 342번지 1호 1층 108호,577-0790
3066,서초구,다보약국,서울특별시 서초구 서초동 1523번지 6호 1층,02-525-3955
3067,서초구,진흥온누리약국,서울특별시 서초구 서초동 1315번지,
3068,서초구,펜타약국,서울특별시 서초구 서초동 1330번지 14호,
3069,서초구,나을약국,서울특별시 서초구 서초동 1693번지 3호,
3070,서초구,비타민약국,서울특별시 서초구 방배동 1024번지 1호 방배쇼핑센터 2층 2호,584-1308
3071,서초구,두리약국,서울특별시 서초구 서초2동 1337-17번지 보원빌딩201호,583-9305
3072,서초구,약사랑약국,서울특별시 서초구 양재동 23번지 양재역환승주차장,02-573-1205
3073,서초구,경희정산한약국,서울특별시 서초구 방배동 982번지 2호 1층,02-587-7510
3074,서초구,기린약국,서울특별시 서초구 반포동 20번지 45호 반포자이중심상가 130호,
3075,서초구,샘터약국,서울특별시 서초구 반포동 32번지 2호 동화반포프라자빌딩 101호,02-591-1112
3076,서초구,양재로하스약국,서울특별시 서초구 양재동 326번지 7호,07077957505
3077,서초구,뿌리약국,서울특별시 서초구 방배동 852번지 20호,
3078,서초구,서초미소약국,서울특별시 서초구 반포동 32번지 2호 동화반포프라자빌딩,6250-3009
3079,서초구,세화약국,서울특별시 서초구 반포2동 18번지 4호 래미안퍼스티지신반포역상가 406호,02-3478-9656
3080,서초구,도일약국,서울특별시 서초구 반포1동 747-5,02-548-2348
3081,서초구,대림약국,서울특별시 서초구 서초1동 1647-8,02-525-3273
3082,서초구,굿약국,서울특별시 서초구 서초동 1306번지 4호 강남 지웰타워2,025358233
3083,서초구,신우성약국,서울특별시 서초구 잠원동 60번지 3호 매일종합상가  309호,536-3174
3084,서초구,진약국,서울특별시 서초구 서초1동 1673-1 인앤인빌딩 102호,597-6245
3085,서초구,스마일약국,서울특별시 서초구 방배동 1751번지 안석빌딩,02-532-5427
3086,서초구,숨온누리약국,서울특별시 서초구 방배1동 897-2 102호,581-4242
3087,서초구,서초아트약국,서울특별시 서초구 서초3동  1583-10 서초아트자이 상가 201-12호,5885951
3088,서초구,현대영약국,서울특별시 서초구 서초2동  1319-13 서초현대타워4층,5255143
3089,서초구,하나로약국,서울특별시 서초구 양재동 230번지 1층,02-578-4955
3090,서초구,반포소망약국,서울특별시 서초구 반포4동 52-7 진일빌딩 3층,533-3186
3091,서초구,즐거운약국,서울특별시 서초구 방배본동 754-1 206호,02-536-8609
3092,서초구,신오약국,서울특별시 서초구 서초4동 1317-3 1층,02-3482-3562
3093,서초구,요한약국,서울특별시 서초구 잠원동 12번지 15호,552-8817
3094,서초구,이수온누리약국,서울특별시 서초구 방배4동 3001-1 디오슈페리움2차 304호,3483-2551
3095,서초구,이든약국,서울특별시 서초구 양재동 1번지 26호 성문빌딩,575-6738
3096,서초구,남부장수약국,서울특별시 서초구 양재동 377번지 1호,572-4935
3097,서초구,서초제일약국,서울특별시 서초구 방배동 924번지 13호,583-7170
3098,서초구,수약국,서울특별시 서초구 방배동 1823번지 가나안빌딩 5층,3478-2929
3099,서초구,메디칼허브약국,서울특별시 서초구 잠원동 12번지 21호,02-540-5001
3100,서초구,곰돌이스타약국,서울특별시 서초구 방배동 812번지 2호 2층,595-8795
3101,서초구,청운당약국,서울특별시 서초구 방배동 912번지 4호 3층,02-588-0918
3102,서초구,다나약국,서울특별시 서초구 서초동 1532번지 7호 서울빌딩,025973514
3103,서초구,한성약국,서울특별시 서초구 잠원동 58번지 24호,02-537-1840
3104,서초구,이층은약국,서울특별시 서초구 반포동 32번지 2호 동화반포프라자상가 2층 208호,02-533-2440
3105,서초구,자이프라자약국,서울특별시 서초구 반포동 20번지 45호 반포자이프라자상가 1층,532-5222
3106,서초구,아이약국,서울특별시 서초구 서초동 1309번지 9호 에이프로 스퀘어,
3107,서초구,세진약국,서울특별시 서초구 서초동 1573번지 10호 로이어즈타워 901호,533-3528
3108,서초구,위드팜솔약국,서울특별시 서초구 반포동 118번지 3호,02-6282-5134
3109,서초구,메디팜나리약국,서울특별시 서초구 서초동 1311번지 7호 삼호종합상가,02-3482-4585
3110,서초구,주앙약국,서울특별시 서초구 방배동 1031번지 3호 1층,02-584-3398
3111,서초구,녹십자약국,서울특별시 서초구 방배동 852번지 16호,533-5287
3112,서초구,메디약국,서울특별시 서초구 방배동 908번지 12호 지하1층 2호,587-4959
3113,서초구,서초21세기약국,서울특별시 서초구 잠원동 72번지 2호 반원상가 1층,534-1127
3114,서초구,메디칼약국,서울특별시 서초구 방배동 925번지 10호 방배메디칼빌딩 1층,02-587-2529
3115,서초구,에이스온누리약국,서울특별시 서초구 방배동 984번지 1호,02-525-6623
3116,서초구,천사약국,서울특별시 서초구 반포동 118번지 3호 4층,02-6282-1004
3117,서초구,에이티약국,서울특별시 서초구 양재동 232번지,3411-1632
3118,서초구,한신메디칼약국,서울특별시 서초구 잠원동 65번지 32호 한신상가 지층,02-534-8889
3119,서초구,밝은약국,서울특별시 서초구 서초동 1303번지 10호,535-1912
3120,서초구,영보서초프라자약국,서울특별시 서초구 방배동 908번지 8호,3463-7777
3121,서초구,미래약국,서울특별시 서초구 서초동 1684번지 1호 서초쇼핑1층,537-1878
3122,서초구,세진약국,서울특별시 서초구 서초동 1573번지 10호,02-533-3528
3123,서초구,늘푸른약국,서울특별시 서초구 서초동 1542번지 13호 지층102호,02-597-4425
3124,서초구,퍼스트케어약국,서울특별시 서초구 서초동 1319번지 11호 두산베어스텔,597-8979
3125,서초구,플러스엔약국,서울특별시 서초구 서초동 1330번지 20호 애니타워 102호,511-7255
3126,서초구,금화온누리약국,서울특별시 서초구 반포동 18번지 3호 래미안퍼스티지중심상가 125호,842-4484
3127,서초구,연세온누리약국,서울특별시 서초구 잠원동 75번지 19호 1층 11호,02-537-8738
3128,서초구,3층한사랑약국,서울특별시 서초구 반포동 18번지 3호 래미안퍼스티지중심상가 311호,592-5775
3129,서초구,신우성약국,서울특별시 서초구 잠원동 60번지 3호 매일종합상가,02-536-3174
3130,서초구,모닝온누리약국,서울특별시 서초구 서초동 1329번지 8호 삼원빌딩 지하1층,070-7767-6407
3131,서초구,새열린약국,서울특별시 서초구 서초동 1304번지 보보빌딩,025363037
3132,서초구,시민의숲수약국,서울특별시 서초구 양재동 314번지 9호,579-8852
3133,서초구,아주약국,서울특별시 서초구 반포동 1053번지,02-599-0303
3134,서초구,샛별약국,서울특별시 서초구 서초동 1685번지 8호 226호,02-537-9964
3135,서초구,푸른약국,서울특별시 서초구 방배동 3001번지 2호 방배디오슈페리움 1층 101-3호,599-5388
3136,서초구,영약국,서울특별시 서초구 서초동 1306번지 8호 대동빌딩 8층,533-3321
3137,서초구,신사스타약국,서울특별시 서초구 잠원동 12번지 25호 잠원동 K-TOWER,517-0072
3138,서초구,반포자이중앙약국,서울특별시 서초구 반포동 20번지 45호 반포자이프라자상가 408호,535-9090
3139,서초구,강남수약국,서울특별시 서초구 서초동 1304번지 2호 영신빌딩,02-533-1275
3140,서초구,행복을여는서래약국,서울특별시 서초구 반포동 96번지 3호,02-537-6979
3141,서초구,다사랑약국,서울특별시 서초구 서초동 1320번지 10호 삼성전자빌딩 지하2층,581-5773
3142,서초구,신사행복나눔약국,서울특별시 서초구 잠원동 20번지 9호 세양21세기 휴먼TOWER,02-546-2728
3143,서초구,나은약국,서울특별시 서초구 방배동 478번지 18호,583-8616
3144,서초구,사랑약국,서울특별시 서초구 반포동 18번지 4호 래미안 퍼스티지 신반포역상가,533-5675
3145,서초구,영동프라자약국,서울특별시 서초구 반포동 722번지 38호 태영빌딩,547-0594
3146,서초구,한영온누리약국,서울특별시 서초구 방배동 1023번지 6호 101호,02-583-1754
3147,서초구,햇살약국,서울특별시 서초구 서초동 1334번지 신동아아파트상가 101호,581-4534
3148,서초구,굿모닝약국,서울특별시 서초구 반포동 19번지 3호 센트럴시티 125호,02-6282-1213
3149,서초구,신명성약국,서울특별시 서초구 반포동 92번지 12호,532-7722
3150,서초구,푸른솔약국,서울특별시 서초구 서초동 1691번지 8호 건원빌딩 1층,02-532-7820
3151,서초구,새봄약국,서울특별시 서초구 서초동 1574번지 1호 우서빌딩,02-523-5220
3152,서초구,논현온누리약국,서울특별시 서초구 반포동 707번지 3호,02-3490-4744
3153,서초구,바른온누리약국,서울특별시 서초구 방배동 907번지 5호 1층,070-8808-3000
3154,서초구,메디컬제일약국,서울특별시 서초구 방배동 795번지 21호,593-5550
3155,서초구,알파약국,서울특별시 서초구 서초동 1329번지 9호 대일빌딩 102호,02-3473-0506
3156,서초구,방배프라자약국,서울특별시 서초구 방배동 761번지 2호 1층,02-591-3174
3157,서초구,반포프라자약국,서울특별시 서초구 잠원동 40번지 9호 1층 5호,02-549-3668
